"id"	"Reflexive_pronoun"	"De_complement"	"Year"	"Verb"
695	"yes"	"yes"	1734	"burlar"
696	"yes"	"yes"	1734	"burlar"
697	"yes"	"yes"	1734	"burlar"
698	"yes"	"yes"	1734	"burlar"
699	"yes"	"no"	1734	"burlar"
700	"yes"	"yes"	1734	"burlar"
701	"yes"	"yes"	1734	"burlar"
702	"no"	"no"	1734	"burlar"
703	"yes"	"yes"	1727	"burlar"
704	"yes"	"yes"	1728	"burlar"
705	"yes"	"yes"	1728	"burlar"
706	"yes"	"yes"	1728	"burlar"
707	"yes"	"yes"	1728	"burlar"
708	"yes"	"yes"	1728	"burlar"
709	"yes"	"yes"	1728	"burlar"
710	"yes"	"no"	1733	"burlar"
711	"yes"	"yes"	1733	"burlar"
712	"yes"	"no"	1746	"burlar"
713	"yes"	"yes"	1746	"burlar"
714	"yes"	"no"	1740	"burlar"
715	"yes"	"yes"	1743	"burlar"
716	"yes"	"no"	1743	"burlar"
717	"yes"	"no"	1743	"burlar"
718	"yes"	"yes"	1743	"burlar"
719	"yes"	"yes"	1743	"burlar"
720	"yes"	"yes"	1743	"burlar"
721	"yes"	"yes"	1743	"burlar"
722	"yes"	"yes"	1743	"burlar"
723	"yes"	"yes"	1750	"burlar"
724	"yes"	"yes"	1750	"burlar"
725	"yes"	"yes"	1750	"burlar"
726	"yes"	"yes"	1750	"burlar"
727	"yes"	"yes"	1750	"burlar"
728	"yes"	"yes"	1757	"burlar"
729	"yes"	"yes"	1758	"burlar"
730	"yes"	"no"	1758	"burlar"
731	"yes"	"yes"	1758	"burlar"
732	"yes"	"yes"	1758	"burlar"
733	"yes"	"yes"	1758	"burlar"
734	"yes"	"yes"	1758	"burlar"
735	"yes"	"yes"	1758	"burlar"
736	"yes"	"yes"	1758	"burlar"
737	"yes"	"yes"	1758	"burlar"
738	"yes"	"yes"	1758	"burlar"
739	"yes"	"yes"	1758	"burlar"
740	"yes"	"yes"	1758	"burlar"
741	"yes"	"yes"	1758	"burlar"
742	"yes"	"yes"	1758	"burlar"
743	"yes"	"yes"	1758	"burlar"
744	"yes"	"yes"	1758	"burlar"
745	"yes"	"yes"	1758	"burlar"
746	"yes"	"yes"	1758	"burlar"
747	"yes"	"yes"	1758	"burlar"
748	"yes"	"yes"	1758	"burlar"
749	"yes"	"yes"	1758	"burlar"
750	"yes"	"no"	1758	"burlar"
751	"yes"	"no"	1758	"burlar"
752	"yes"	"yes"	1758	"burlar"
753	"yes"	"yes"	1758	"burlar"
754	"yes"	"yes"	1758	"burlar"
755	"yes"	"yes"	1759	"burlar"
756	"yes"	"yes"	1762	"burlar"
757	"yes"	"yes"	1762	"burlar"
758	"yes"	"yes"	1762	"burlar"
759	"yes"	"yes"	1762	"burlar"
760	"yes"	"yes"	1765	"burlar"
761	"yes"	"no"	1765	"burlar"
762	"yes"	"yes"	1771	"burlar"
763	"yes"	"yes"	1771	"burlar"
764	"yes"	"yes"	1770	"burlar"
765	"yes"	"yes"	1772	"burlar"
766	"yes"	"yes"	1772	"burlar"
767	"yes"	"yes"	1772	"burlar"
768	"yes"	"yes"	1772	"burlar"
769	"yes"	"yes"	1772	"burlar"
770	"yes"	"yes"	1772	"burlar"
771	"yes"	"yes"	1772	"burlar"
772	"yes"	"no"	1773	"burlar"
773	"yes"	"yes"	1776	"burlar"
774	"yes"	"yes"	1776	"burlar"
775	"yes"	"yes"	1776	"burlar"
776	"yes"	"yes"	1776	"burlar"
777	"yes"	"yes"	1776	"burlar"
778	"yes"	"no"	1775	"burlar"
779	"yes"	"yes"	1775	"burlar"
780	"yes"	"no"	1775	"burlar"
781	"yes"	"no"	1782	"burlar"
782	"yes"	"yes"	1782	"burlar"
783	"yes"	"yes"	1782	"burlar"
784	"yes"	"yes"	1782	"burlar"
785	"yes"	"yes"	1782	"burlar"
786	"no"	"no"	1782	"burlar"
787	"yes"	"yes"	1782	"burlar"
788	"yes"	"yes"	1784	"burlar"
789	"yes"	"yes"	1784	"burlar"
790	"no"	"no"	1784	"burlar"
791	"no"	"no"	1784	"burlar"
792	"yes"	"no"	1784	"burlar"
793	"no"	"no"	1784	"burlar"
794	"yes"	"yes"	1785	"burlar"
795	"yes"	"yes"	1785	"burlar"
796	"yes"	"yes"	1785	"burlar"
797	"yes"	"yes"	1785	"burlar"
798	"yes"	"no"	1785	"burlar"
799	"yes"	"yes"	1786	"burlar"
800	"yes"	"no"	1786	"burlar"
801	"yes"	"yes"	1786	"burlar"
802	"yes"	"no"	1786	"burlar"
803	"yes"	"yes"	1786	"burlar"
804	"yes"	"yes"	1786	"burlar"
805	"yes"	"yes"	1787	"burlar"
806	"no"	"yes"	1787	"burlar"
807	"yes"	"yes"	1787	"burlar"
808	"yes"	"yes"	1787	"burlar"
809	"yes"	"yes"	1787	"burlar"
810	"yes"	"no"	1787	"burlar"
811	"yes"	"yes"	1787	"burlar"
812	"yes"	"yes"	1792	"burlar"
813	"yes"	"yes"	1792	"burlar"
814	"yes"	"yes"	1792	"burlar"
815	"yes"	"yes"	1789	"burlar"
816	"yes"	"yes"	1789	"burlar"
817	"yes"	"yes"	1789	"burlar"
818	"no"	"yes"	1800	"burlar"
819	"yes"	"yes"	1805	"burlar"
820	"yes"	"no"	1805	"burlar"
821	"yes"	"yes"	1805	"burlar"
822	"yes"	"no"	1805	"burlar"
823	"yes"	"yes"	1805	"burlar"
824	"yes"	"no"	1805	"burlar"
825	"yes"	"yes"	1806	"burlar"
826	"yes"	"yes"	1806	"burlar"
827	"yes"	"yes"	1806	"burlar"
828	"yes"	"yes"	1806	"burlar"
829	"yes"	"yes"	1806	"burlar"
830	"yes"	"no"	1806	"burlar"
831	"yes"	"no"	1806	"burlar"
832	"yes"	"yes"	1806	"burlar"
833	"yes"	"yes"	1806	"burlar"
834	"no"	"no"	1806	"burlar"
835	"yes"	"yes"	1792	"burlar"
836	"yes"	"no"	1792	"burlar"
837	"yes"	"yes"	1793	"burlar"
838	"no"	"yes"	1796	"burlar"
839	"no"	"yes"	1797	"burlar"
840	"yes"	"no"	1797	"burlar"
841	"yes"	"no"	1807	"burlar"
842	"yes"	"yes"	1807	"burlar"
843	"yes"	"yes"	1807	"burlar"
844	"yes"	"yes"	1807	"burlar"
845	"yes"	"yes"	1807	"burlar"
846	"yes"	"yes"	1807	"burlar"
847	"yes"	"no"	1800	"burlar"
848	"yes"	"no"	1800	"burlar"
849	"yes"	"no"	1805	"burlar"
850	"yes"	"yes"	1806	"burlar"
851	"no"	"yes"	1808	"burlar"
852	"yes"	"no"	1813	"burlar"
853	"yes"	"no"	1813	"burlar"
854	"yes"	"yes"	1815	"burlar"
855	"yes"	"yes"	1833	"burlar"
856	"yes"	"no"	1833	"burlar"
857	"yes"	"yes"	1834	"burlar"
858	"yes"	"yes"	1834	"burlar"
859	"yes"	"no"	1834	"burlar"
860	"yes"	"yes"	1834	"burlar"
861	"yes"	"yes"	1834	"burlar"
862	"yes"	"yes"	1834	"burlar"
863	"yes"	"yes"	1835	"burlar"
864	"yes"	"yes"	1836	"burlar"
865	"yes"	"yes"	1836	"burlar"
866	"yes"	"yes"	1846	"burlar"
867	"yes"	"yes"	1844	"burlar"
868	"yes"	"yes"	1844	"burlar"
869	"yes"	"yes"	1844	"burlar"
870	"yes"	"yes"	1844	"burlar"
871	"yes"	"yes"	1844	"burlar"
872	"yes"	"yes"	1844	"burlar"
873	"yes"	"yes"	1847	"burlar"
874	"yes"	"yes"	1847	"burlar"
875	"yes"	"yes"	1847	"burlar"
876	"yes"	"no"	1847	"burlar"
877	"yes"	"no"	1847	"burlar"
878	"yes"	"no"	1847	"burlar"
879	"yes"	"no"	1847	"burlar"
880	"yes"	"yes"	1849	"burlar"
881	"yes"	"yes"	1849	"burlar"
882	"yes"	"yes"	1849	"burlar"
883	"yes"	"yes"	1849	"burlar"
884	"yes"	"yes"	1849	"burlar"
885	"yes"	"yes"	1849	"burlar"
886	"yes"	"yes"	1849	"burlar"
887	"yes"	"yes"	1849	"burlar"
888	"yes"	"yes"	1849	"burlar"
889	"yes"	"yes"	1849	"burlar"
890	"yes"	"yes"	1849	"burlar"
891	"yes"	"yes"	1849	"burlar"
892	"yes"	"yes"	1849	"burlar"
893	"yes"	"yes"	1849	"burlar"
894	"yes"	"yes"	1849	"burlar"
895	"yes"	"yes"	1849	"burlar"
896	"yes"	"no"	1850	"burlar"
897	"yes"	"yes"	1850	"burlar"
898	"yes"	"yes"	1850	"burlar"
899	"yes"	"yes"	1850	"burlar"
900	"yes"	"yes"	1854	"burlar"
901	"yes"	"yes"	1855	"burlar"
902	"yes"	"yes"	1859	"burlar"
903	"yes"	"yes"	1860	"burlar"
904	"yes"	"yes"	1860	"burlar"
905	"yes"	"yes"	1861	"burlar"
906	"yes"	"no"	1864	"burlar"
907	"yes"	"yes"	1864	"burlar"
908	"yes"	"no"	1864	"burlar"
909	"yes"	"no"	1867	"burlar"
910	"yes"	"yes"	1867	"burlar"
911	"yes"	"yes"	1867	"burlar"
912	"yes"	"yes"	1867	"burlar"
913	"yes"	"yes"	1867	"burlar"
914	"yes"	"yes"	1871	"burlar"
915	"yes"	"yes"	1871	"burlar"
916	"yes"	"no"	1871	"burlar"
917	"yes"	"yes"	1873	"burlar"
918	"yes"	"yes"	1874	"burlar"
919	"yes"	"no"	1874	"burlar"
920	"yes"	"yes"	1874	"burlar"
921	"yes"	"yes"	1874	"burlar"
922	"yes"	"yes"	1874	"burlar"
923	"yes"	"yes"	1884	"burlar"
924	"yes"	"yes"	1884	"burlar"
925	"yes"	"yes"	1884	"burlar"
926	"yes"	"yes"	1879	"burlar"
927	"yes"	"yes"	1879	"burlar"
928	"yes"	"yes"	1879	"burlar"
929	"yes"	"yes"	1879	"burlar"
930	"yes"	"yes"	1879	"burlar"
931	"yes"	"yes"	1879	"burlar"
932	"yes"	"yes"	1879	"burlar"
933	"yes"	"yes"	1879	"burlar"
934	"yes"	"yes"	1879	"burlar"
935	"yes"	"yes"	1879	"burlar"
936	"yes"	"yes"	1884	"burlar"
937	"yes"	"yes"	1884	"burlar"
938	"yes"	"yes"	1884	"burlar"
939	"yes"	"yes"	1884	"burlar"
940	"yes"	"yes"	1884	"burlar"
941	"yes"	"yes"	1884	"burlar"
942	"yes"	"yes"	1884	"burlar"
943	"yes"	"no"	1884	"burlar"
944	"yes"	"yes"	1884	"burlar"
945	"yes"	"yes"	1884	"burlar"
946	"yes"	"yes"	1884	"burlar"
947	"yes"	"yes"	1884	"burlar"
948	"yes"	"yes"	1884	"burlar"
949	"yes"	"yes"	1884	"burlar"
950	"yes"	"yes"	1884	"burlar"
951	"yes"	"yes"	1884	"burlar"
952	"yes"	"no"	1884	"burlar"
953	"yes"	"yes"	1884	"burlar"
954	"yes"	"yes"	1884	"burlar"
955	"yes"	"yes"	1884	"burlar"
956	"yes"	"no"	1884	"burlar"
957	"yes"	"yes"	1884	"burlar"
958	"yes"	"yes"	1884	"burlar"
959	"yes"	"yes"	1884	"burlar"
960	"yes"	"yes"	1884	"burlar"
961	"yes"	"yes"	1884	"burlar"
962	"yes"	"yes"	1884	"burlar"
963	"yes"	"yes"	1884	"burlar"
964	"yes"	"yes"	1884	"burlar"
965	"yes"	"yes"	1884	"burlar"
966	"yes"	"yes"	1884	"burlar"
967	"yes"	"yes"	1886	"burlar"
968	"yes"	"yes"	1886	"burlar"
969	"yes"	"no"	1895	"burlar"
970	"yes"	"yes"	1895	"burlar"
971	"yes"	"yes"	1895	"burlar"
972	"yes"	"yes"	1895	"burlar"
973	"yes"	"no"	1895	"burlar"
974	"yes"	"yes"	1895	"burlar"
975	"yes"	"yes"	1898	"burlar"
976	"yes"	"yes"	1898	"burlar"
977	"yes"	"no"	1895	"burlar"
978	"yes"	"yes"	1895	"burlar"
979	"yes"	"yes"	1895	"burlar"
980	"yes"	"yes"	1897	"burlar"
981	"yes"	"no"	1897	"burlar"
982	"yes"	"yes"	1897	"burlar"
983	"yes"	"yes"	1898	"burlar"
984	"yes"	"yes"	1898	"burlar"
985	"yes"	"yes"	1898	"burlar"
986	"yes"	"yes"	1898	"burlar"
987	"yes"	"yes"	1898	"burlar"
988	"yes"	"yes"	1898	"burlar"
989	"yes"	"yes"	1898	"burlar"
990	"yes"	"yes"	1898	"burlar"
991	"yes"	"yes"	1898	"burlar"
992	"yes"	"yes"	1898	"burlar"
993	"yes"	"yes"	1898	"burlar"
994	"yes"	"no"	1898	"burlar"
995	"yes"	"yes"	1898	"burlar"
996	"yes"	"yes"	1898	"burlar"
997	"yes"	"yes"	1898	"burlar"
998	"yes"	"yes"	1898	"burlar"
999	"yes"	"yes"	1898	"burlar"
1000	"yes"	"yes"	1898	"burlar"
1001	"yes"	"yes"	1902	"burlar"
1002	"yes"	"yes"	1902	"burlar"
1003	"yes"	"yes"	1902	"burlar"
1004	"yes"	"yes"	1902	"burlar"
1005	"yes"	"yes"	1902	"burlar"
1006	"yes"	"yes"	1902	"burlar"
1007	"yes"	"yes"	1902	"burlar"
1008	"yes"	"yes"	1902	"burlar"
1009	"yes"	"yes"	1902	"burlar"
1010	"yes"	"yes"	1902	"burlar"
1011	"yes"	"yes"	1902	"burlar"
1012	"yes"	"yes"	1902	"burlar"
1013	"yes"	"yes"	1902	"burlar"
1014	"yes"	"yes"	1905	"burlar"
1015	"yes"	"no"	1905	"burlar"
1016	"yes"	"no"	1905	"burlar"
1017	"yes"	"no"	1905	"burlar"
1018	"yes"	"yes"	1905	"burlar"
1019	"yes"	"yes"	1905	"burlar"
1020	"yes"	"yes"	1905	"burlar"
1021	"yes"	"no"	1905	"burlar"
1022	"yes"	"no"	1905	"burlar"
1023	"yes"	"yes"	1905	"burlar"
1024	"yes"	"yes"	1905	"burlar"
1025	"yes"	"yes"	1906	"burlar"
1026	"yes"	"yes"	1906	"burlar"
1027	"no"	"no"	1906	"burlar"
1028	"yes"	"no"	1907	"burlar"
1029	"yes"	"no"	1907	"burlar"
1030	"yes"	"yes"	1907	"burlar"
1031	"yes"	"no"	1907	"burlar"
1032	"yes"	"yes"	1907	"burlar"
1033	"yes"	"no"	1908	"burlar"
1034	"yes"	"yes"	1908	"burlar"
1035	"yes"	"yes"	1911	"burlar"
1036	"yes"	"yes"	1911	"burlar"
1037	"yes"	"yes"	1911	"burlar"
1038	"yes"	"yes"	1911	"burlar"
1039	"yes"	"yes"	1911	"burlar"
1040	"yes"	"yes"	1914	"burlar"
1041	"yes"	"no"	1914	"burlar"
1042	"yes"	"yes"	1914	"burlar"
1043	"yes"	"no"	1914	"burlar"
1044	"yes"	"yes"	1914	"burlar"
1045	"yes"	"yes"	1914	"burlar"
1046	"yes"	"no"	1914	"burlar"
1047	"yes"	"no"	1914	"burlar"
1048	"yes"	"yes"	1914	"burlar"
1049	"yes"	"yes"	1914	"burlar"
1050	"yes"	"yes"	1914	"burlar"
1051	"yes"	"yes"	1914	"burlar"
1052	"yes"	"yes"	1914	"burlar"
1053	"yes"	"yes"	1914	"burlar"
1054	"yes"	"no"	1914	"burlar"
1055	"yes"	"yes"	1914	"burlar"
1056	"yes"	"no"	1914	"burlar"
1057	"yes"	"yes"	1914	"burlar"
1058	"yes"	"yes"	1914	"burlar"
1059	"yes"	"no"	1914	"burlar"
1060	"yes"	"no"	1914	"burlar"
1061	"yes"	"yes"	1914	"burlar"
1062	"yes"	"yes"	1914	"burlar"
1063	"yes"	"yes"	1916	"burlar"
1064	"yes"	"yes"	1916	"burlar"
1065	"yes"	"yes"	1916	"burlar"
1066	"yes"	"yes"	1916	"burlar"
1067	"yes"	"yes"	1921	"burlar"
1068	"yes"	"yes"	1921	"burlar"
1069	"yes"	"no"	1921	"burlar"
1070	"yes"	"yes"	1921	"burlar"
1071	"yes"	"no"	1921	"burlar"
1072	"yes"	"no"	1921	"burlar"
1073	"yes"	"yes"	1921	"burlar"
1074	"yes"	"yes"	1921	"burlar"
1075	"yes"	"no"	1926	"burlar"
1076	"yes"	"yes"	1926	"burlar"
1077	"yes"	"yes"	1926	"burlar"
1078	"yes"	"yes"	1926	"burlar"
1079	"yes"	"yes"	1926	"burlar"
1080	"yes"	"yes"	1926	"burlar"
1081	"yes"	"yes"	1926	"burlar"
1082	"yes"	"yes"	1926	"burlar"
1083	"yes"	"yes"	1926	"burlar"
1084	"yes"	"yes"	1926	"burlar"
1085	"yes"	"no"	1926	"burlar"
1086	"yes"	"yes"	1929	"burlar"
1087	"yes"	"yes"	1930	"burlar"
1088	"yes"	"yes"	1930	"burlar"
1089	"yes"	"no"	1930	"burlar"
1090	"yes"	"yes"	1930	"burlar"
1091	"yes"	"yes"	1930	"burlar"
1092	"yes"	"no"	1930	"burlar"
1093	"yes"	"yes"	1939	"burlar"
1094	"yes"	"no"	1939	"burlar"
1095	"yes"	"no"	1939	"burlar"
1096	"yes"	"no"	1939	"burlar"
1097	"yes"	"no"	1940	"burlar"
1098	"yes"	"no"	1940	"burlar"
1099	"yes"	"no"	1943	"burlar"
1100	"yes"	"yes"	1943	"burlar"
1101	"yes"	"yes"	1945	"burlar"
1102	"yes"	"yes"	1945	"burlar"
1103	"yes"	"yes"	1945	"burlar"
1104	"yes"	"no"	1945	"burlar"
1105	"yes"	"yes"	1948	"burlar"
1106	"yes"	"yes"	1948	"burlar"
1107	"yes"	"yes"	1948	"burlar"
1108	"yes"	"yes"	1948	"burlar"
1109	"yes"	"yes"	1948	"burlar"
1110	"yes"	"yes"	1948	"burlar"
1111	"yes"	"yes"	1948	"burlar"
1112	"yes"	"yes"	1948	"burlar"
1113	"yes"	"yes"	1948	"burlar"
1114	"yes"	"yes"	1949	"burlar"
1115	"yes"	"yes"	1949	"burlar"
1116	"yes"	"yes"	1949	"burlar"
1117	"yes"	"yes"	1949	"burlar"
1118	"yes"	"yes"	1949	"burlar"
1119	"yes"	"yes"	1950	"burlar"
1120	"yes"	"no"	1950	"burlar"
1121	"yes"	"yes"	1950	"burlar"
1122	"yes"	"yes"	1953	"burlar"
1123	"yes"	"yes"	1953	"burlar"
1124	"yes"	"no"	1956	"burlar"
1125	"yes"	"no"	1957	"burlar"
1126	"no"	"no"	1957	"burlar"
1127	"yes"	"no"	1957	"burlar"
1128	"no"	"no"	1957	"burlar"
1129	"yes"	"yes"	1958	"burlar"
1130	"yes"	"no"	1958	"burlar"
1131	"yes"	"yes"	1961	"burlar"
1132	"yes"	"yes"	1961	"burlar"
1133	"yes"	"yes"	1961	"burlar"
1134	"yes"	"yes"	1961	"burlar"
1135	"yes"	"yes"	1961	"burlar"
1136	"yes"	"no"	1961	"burlar"
1137	"yes"	"yes"	1961	"burlar"
1138	"yes"	"yes"	1966	"burlar"
1139	"yes"	"yes"	1966	"burlar"
1140	"yes"	"yes"	1966	"burlar"
1141	"yes"	"yes"	1966	"burlar"
1142	"yes"	"yes"	1966	"burlar"
1143	"yes"	"yes"	1966	"burlar"
1144	"yes"	"yes"	1966	"burlar"
1145	"yes"	"no"	1966	"burlar"
1146	"yes"	"yes"	1966	"burlar"
1147	"yes"	"yes"	1966	"burlar"
1148	"yes"	"yes"	1966	"burlar"
1149	"yes"	"no"	1967	"burlar"
1150	"yes"	"yes"	1967	"burlar"
1151	"yes"	"yes"	1967	"burlar"
1152	"yes"	"yes"	1971	"burlar"
1153	"yes"	"yes"	1972	"burlar"
1154	"yes"	"yes"	1972	"burlar"
1155	"yes"	"yes"	1972	"burlar"
1156	"yes"	"yes"	1972	"burlar"
1157	"yes"	"yes"	1975	"burlar"
1158	"yes"	"no"	1975	"burlar"
1159	"yes"	"yes"	1975	"burlar"
1160	"no"	"no"	1438	"mofar"
1161	"no"	"no"	1500	"mofar"
1162	"no"	"yes"	1500	"mofar"
1163	"no"	"yes"	1530	"mofar"
1164	"no"	"no"	1540	"mofar"
1165	"no"	"yes"	1540	"mofar"
1166	"no"	"yes"	1554	"mofar"
1167	"no"	"no"	1544	"mofar"
1168	"no"	"yes"	1578	"mofar"
1169	"no"	"yes"	1554	"mofar"
1170	"no"	"yes"	1554	"mofar"
1171	"no"	"yes"	1554	"mofar"
1172	"no"	"yes"	1554	"mofar"
1173	"no"	"no"	1558	"mofar"
1174	"no"	"yes"	1585	"mofar"
1175	"no"	"yes"	1588	"mofar"
1176	"no"	"yes"	1588	"mofar"
1177	"yes"	"yes"	1588	"mofar"
1178	"no"	"no"	1588	"mofar"
1179	"no"	"no"	1588	"mofar"
1180	"no"	"yes"	1593	"mofar"
1181	"no"	"no"	1596	"mofar"
1182	"no"	"no"	1596	"mofar"
1183	"no"	"no"	1596	"mofar"
1184	"no"	"yes"	1603	"mofar"
1185	"no"	"yes"	1604	"mofar"
1186	"no"	"yes"	1605	"mofar"
1187	"yes"	"yes"	1734	"mofar"
1188	"yes"	"no"	1734	"mofar"
1189	"yes"	"yes"	1728	"mofar"
1190	"no"	"yes"	1784	"mofar"
1191	"yes"	"no"	1785	"mofar"
1192	"yes"	"no"	1792	"mofar"
1193	"no"	"no"	1806	"mofar"
1194	"yes"	"yes"	1797	"mofar"
1195	"no"	"yes"	1805	"mofar"
1196	"yes"	"yes"	1806	"mofar"
1197	"yes"	"yes"	1832	"mofar"
1198	"yes"	"yes"	1836	"mofar"
1199	"yes"	"yes"	1847	"mofar"
1200	"yes"	"yes"	1849	"mofar"
1201	"yes"	"yes"	1853	"mofar"
1202	"yes"	"yes"	1873	"mofar"
1203	"yes"	"yes"	1879	"mofar"
1204	"yes"	"yes"	1879	"mofar"
1205	"yes"	"yes"	1884	"mofar"
1206	"yes"	"yes"	1886	"mofar"
1207	"yes"	"yes"	1886	"mofar"
1208	"yes"	"yes"	1926	"mofar"
1209	"yes"	"no"	1929	"mofar"
1210	"yes"	"yes"	1930	"mofar"
1211	"yes"	"no"	1938	"mofar"
1212	"yes"	"yes"	1975	"mofar"
