"id"	"Word"	"Suffix"	"Latitude"	"Longitude"	"century"
"PS6148"	"trabajito"	"ito"	"39.874968"	"-4.049044"	1700
"PSCR5427"	"trastillos"	"illo"	"42.0096857"	"-4.5288016"	1600
"PSCR5743"	"trastillos"	"illo"	"39.874968"	"-4.049044"	1700
"PS7001"	"travajillos"	"illo"	"43.1535975"	"-4.6236113"	1600
"PSCR7834"	"travajitos"	"ito"	"39.694596"	"-4.0197425"	1800
"PSCR7838"	"travajitos"	"ito"	"39.694596"	"-4.0197425"	1800
"PSCR7839"	"travajitos"	"ito"	"39.694596"	"-4.0197425"	1800
"PS6203"	"velita"	"ito"	"35.8893874"	"-5.3213455"	1700
"PS6203"	"velita"	"ito"	"35.8893874"	"-5.3213455"	1700
"PS6203"	"velita"	"ito"	"35.8893874"	"-5.3213455"	1700
"PS6205"	"velita"	"ito"	"35.8893874"	"-5.3213455"	1700
"PS6205"	"velita"	"ito"	"35.8893874"	"-5.3213455"	1700
"PS4138"	"ventanica"	"ico"	"40.0703925"	"-2.1374162"	1500
"PSCR6422"	"vicarico"	"ico"	"41.596716"	"-1.2674411"	1600
"PSCR6422"	"vicarico"	"ico"	"41.596716"	"-1.2674411"	1600
"PSCR6422"	"vicarico"	"ico"	"41.596716"	"-1.2674411"	1600
"PSCR6422"	"vicarico"	"ico"	"41.596716"	"-1.2674411"	1600
"PSCR6422"	"vicarico"	"ico"	"41.596716"	"-1.2674411"	1600
"PS4072"	"vintencitos"	"ito"	"38.7222524"	"-9.1393366"	1800
"PS6135"	"yernin"	"in"	"41.5015353"	"-4.9987459"	1700
"PS6210"	"ysabelica"	"ico"	"37.9922399"	"-1.1306544"	1500
"PSCR7833"	"ysabelita"	"ito"	"36.6850064"	"-6.1260744"	1800
"PSCR6793"	"zebico"	"ico"	"42.0096857"	"-4.5288016"	1800
"PS6083"	"zestico"	"ico"	"43.3623436"	"-8.4115401"	1600
