occurrences	word	rel_freq
124	punto	6.800109679188374e-4
124	estas	6.800109679188374e-4
123	tú	6.745270085001371e-4
122	otros	6.690430490814367e-4
122	decía	6.690430490814367e-4
121	podía	6.635590896627365e-4
120	venta	6.580751302440362e-4
120	razones	6.580751302440362e-4
120	Pues	6.580751302440362e-4
119	haber	6.525911708253359e-4
119	estos	6.525911708253359e-4
119	El	6.525911708253359e-4
118	camino	6.471072114066356e-4
117	eso	6.416232519879353e-4
116	nuestro	6.36139292569235e-4
115	días	6.306553331505347e-4
114	hombre	6.251713737318344e-4
114	gusto	6.251713737318344e-4
114	Dorotea	6.251713737318344e-4
113	mucha	6.196874143131341e-4
112	soy	6.142034548944338e-4
111	libros	6.087194954757334e-4
111	cuenta	6.087194954757334e-4
110	parece	6.032355360570332e-4
110	manos	6.032355360570332e-4
110	desta	6.032355360570332e-4
109	será	5.977515766383329e-4
109	quiero	5.977515766383329e-4
107	noche	5.867836578009322e-4
107	digo	5.867836578009322e-4
106	voluntad	5.81299698382232e-4
106	escudero	5.81299698382232e-4
105	tres	5.758157389635317e-4
104	tanta	5.703317795448313e-4
104	historia	5.703317795448313e-4
104	después	5.703317795448313e-4
103	también	5.648478201261311e-4
102	fuese	5.593638607074308e-4
101	eran	5.538799012887305e-4
101	deseo	5.538799012887305e-4
101	Cardenio	5.538799012887305e-4
101	A	5.538799012887305e-4
100	vos	5.483959418700301e-4
100	grande	5.483959418700301e-4
99	veces	5.429119824513299e-4
99	quién	5.429119824513299e-4
99	muchas	5.429119824513299e-4
98	ventero	5.374280230326296e-4
98	primero	5.374280230326296e-4
98	Luscinda	5.374280230326296e-4
98	diciendo	5.374280230326296e-4
97	quiso	5.319440636139292e-4
97	duda	5.319440636139292e-4
97	cómo	5.319440636139292e-4
95	vez	5.209761447765287e-4
93	cabeza	5.10008225939128e-4
92	cada	5.045242665204277e-4
91	mío	4.990403071017275e-4
91	caballo	4.990403071017275e-4
90	suerte	4.935563476830271e-4
90	nombre	4.935563476830271e-4
89	mujer	4.8807238826432687e-4
88	palabra	4.8258842884562654e-4
88	Así	4.8258842884562654e-4
88	aquellos	4.8258842884562654e-4
87	sido	4.7710446942692626e-4
87	muchos	4.7710446942692626e-4
87	De	4.7710446942692626e-4
86	menester	4.7162051000822593e-4
86	desde	4.7162051000822593e-4
85	vino	4.6613655058952566e-4
85	replicó	4.6613655058952566e-4
85	jamás	4.6613655058952566e-4
85	caballería	4.6613655058952566e-4
85	andante	4.6613655058952566e-4
84	mía	4.606525911708253e-4
84	iba	4.606525911708253e-4
84	Dulcinea	4.606525911708253e-4
83	parecer	4.5516863175212505e-4
83	gente	4.5516863175212505e-4
82	modo	4.496846723334247e-4
82	entonces	4.496846723334247e-4
82	andantes	4.496846723334247e-4
81	poner	4.4420071291472444e-4
81	estaban	4.4420071291472444e-4
81	deste	4.4420071291472444e-4
81	amor	4.4420071291472444e-4
80	vuestro	4.387167534960241e-4
80	voz	4.387167534960241e-4
80	tales	4.387167534960241e-4
80	llegó	4.387167534960241e-4
80	hermosa	4.387167534960241e-4
80	fuerza	4.387167534960241e-4
80	entender	4.387167534960241e-4
80	dice	4.387167534960241e-4
79	cuales	4.3323279407732384e-4
79	causa	4.3323279407732384e-4
79	armas	4.3323279407732384e-4
79	adelante	4.3323279407732384e-4
78	Zoraida	4.277488346586235e-4
78	Qué	4.277488346586235e-4
78	nada	4.277488346586235e-4
78	debe	4.277488346586235e-4
78	alguno	4.277488346586235e-4
77	memoria	4.2226487523992323e-4
76	según	4.167809158212229e-4
76	rey	4.167809158212229e-4
76	pie	4.167809158212229e-4
76	hija	4.167809158212229e-4
75	ocasión	4.112969564025226e-4
75	mismo	4.112969564025226e-4
75	mil	4.112969564025226e-4
75	ir	4.112969564025226e-4
75	doncella	4.112969564025226e-4
75	dado	4.112969564025226e-4
74	viendo	4.0581299698382235e-4
74	puso	4.0581299698382235e-4
74	palabras	4.0581299698382235e-4
74	libro	4.0581299698382235e-4
74	La	4.0581299698382235e-4
73	Yo	4.00329037565122e-4
73	Si	4.00329037565122e-4
73	hace	4.00329037565122e-4
72	nunca	3.9484507814642174e-4
72	demás	3.9484507814642174e-4
72	aquello	3.9484507814642174e-4
71	pies	3.893611187277214e-4
71	hacía	3.893611187277214e-4
71	daba	3.893611187277214e-4
71	cuerpo	3.893611187277214e-4
71	comenzó	3.893611187277214e-4
71	castillo	3.893611187277214e-4
71	caso	3.893611187277214e-4
70	voces	3.8387715930902113e-4
70	delante	3.8387715930902113e-4
69	quedó	3.783931998903208e-4
69	Por	3.783931998903208e-4
69	muerte	3.783931998903208e-4
69	Mas	3.783931998903208e-4
69	fueron	3.783931998903208e-4
69	Con	3.783931998903208e-4
68	va	3.729092404716205e-4
68	tienen	3.729092404716205e-4
68	tantas	3.729092404716205e-4
68	razón	3.729092404716205e-4
68	poder	3.729092404716205e-4
68	nosotros	3.729092404716205e-4
68	ninguna	3.729092404716205e-4
68	estar	3.729092404716205e-4
68	cuatro	3.729092404716205e-4
68	contra	3.729092404716205e-4
67	ventura	3.674252810529202e-4
67	suelo	3.674252810529202e-4
67	rostro	3.674252810529202e-4
67	posible	3.674252810529202e-4
67	pena	3.674252810529202e-4
67	mayor	3.674252810529202e-4
66	siempre	3.619413216342199e-4
66	salir	3.619413216342199e-4
66	persona	3.619413216342199e-4
66	mala	3.619413216342199e-4
66	hermosura	3.619413216342199e-4
66	algunos	3.619413216342199e-4
65	Que	3.564573622155196e-4
65	aventura	3.564573622155196e-4
65	años	3.564573622155196e-4
64	venía	3.509734027968193e-4
64	alma	3.509734027968193e-4
63	unos	3.45489443378119e-4
63	tuvo	3.45489443378119e-4
63	tus	3.45489443378119e-4
63	nuevo	3.45489443378119e-4
63	debía	3.45489443378119e-4
63	casi	3.45489443378119e-4
63	aquellas	3.45489443378119e-4
62	tantos	3.400054839594187e-4
62	pudo	3.400054839594187e-4
62	nadie	3.400054839594187e-4
62	dél	3.400054839594187e-4
62	cabo	3.400054839594187e-4
61	quiere	3.345215245407184e-4
61	ellas	3.345215245407184e-4
60	valor	3.290375651220181e-4
60	mesma	3.290375651220181e-4
60	ese	3.290375651220181e-4
60	dejar	3.290375651220181e-4
59	pasar	3.235536057033178e-4
59	muerto	3.235536057033178e-4
59	mitad	3.235536057033178e-4
59	intención	3.235536057033178e-4
59	has	3.235536057033178e-4
59	estado	3.235536057033178e-4
59	cierto	3.235536057033178e-4
58	venir	3.180696462846175e-4
58	Toboso	3.180696462846175e-4
58	sería	3.180696462846175e-4
58	parecía	3.180696462846175e-4
58	hubo	3.180696462846175e-4
58	habéis	3.180696462846175e-4
58	espada	3.180696462846175e-4
58	ello	3.180696462846175e-4
58	algo	3.180696462846175e-4
57	partes	3.125856868659172e-4
57	oído	3.125856868659172e-4
57	nuestra	3.125856868659172e-4
57	fe	3.125856868659172e-4
57	famoso	3.125856868659172e-4
57	della	3.125856868659172e-4
57	contento	3.125856868659172e-4
57	capítulo	3.125856868659172e-4
56	tomar	3.071017274472169e-4
56	suyo	3.071017274472169e-4
56	pareció	3.071017274472169e-4
56	orden	3.071017274472169e-4
56	junto	3.071017274472169e-4
55	ninguno	3.016177680285166e-4
55	Mancha	3.016177680285166e-4
55	haya	3.016177680285166e-4
55	aventuras	3.016177680285166e-4
54	Porque	2.961338086098163e-4
54	podría	2.961338086098163e-4
54	libertad	2.961338086098163e-4
54	lágrimas	2.961338086098163e-4
54	hermano	2.961338086098163e-4
54	fama	2.961338086098163e-4
54	cuento	2.961338086098163e-4
54	brazo	2.961338086098163e-4
54	aposento	2.961338086098163e-4
53	volver	2.90649849191116e-4
53	mozo	2.90649849191116e-4
53	juicio	2.90649849191116e-4
53	dicen	2.90649849191116e-4
52	señores	2.8516588977241567e-4
52	quería	2.8516588977241567e-4
52	pecho	2.8516588977241567e-4
52	CAPÍTULO	2.8516588977241567e-4
51	Todo	2.796819303537154e-4
51	siendo	2.796819303537154e-4
51	Señor	2.796819303537154e-4
51	honra	2.796819303537154e-4
51	falta	2.796819303537154e-4
51	dellos	2.796819303537154e-4
51	dejó	2.796819303537154e-4
51	boca	2.796819303537154e-4
51	algunas	2.796819303537154e-4
50	reino	2.7419797093501506e-4
50	llevar	2.7419797093501506e-4
50	esa	2.7419797093501506e-4
50	entendimiento	2.7419797093501506e-4
50	cristianos	2.7419797093501506e-4
50	ciudad	2.7419797093501506e-4
50	caballerías	2.7419797093501506e-4
50	buscar	2.7419797093501506e-4
49	sabía	2.687140115163148e-4
49	quizá	2.687140115163148e-4
49	lengua	2.687140115163148e-4
49	corazón	2.687140115163148e-4
49	cabrero	2.687140115163148e-4
49	asno	2.687140115163148e-4
48	volvió	2.6323005209761446e-4
48	viene	2.6323005209761446e-4
48	presto	2.6323005209761446e-4
48	dieron	2.6323005209761446e-4
48	desgracia	2.6323005209761446e-4
48	da	2.6323005209761446e-4
48	bueno	2.6323005209761446e-4
48	agora	2.6323005209761446e-4
48	adonde	2.6323005209761446e-4
47	preguntó	2.577460926789142e-4
47	leer	2.577460926789142e-4
47	halló	2.577460926789142e-4
47	están	2.577460926789142e-4
47	cuán	2.577460926789142e-4
47	cristiano	2.577460926789142e-4
47	carta	2.577460926789142e-4
47	brazos	2.577460926789142e-4
46	pudiera	2.5226213326021385e-4
46	pensamientos	2.5226213326021385e-4
46	hablar	2.5226213326021385e-4
45	Ya	2.467781738415136e-4
45	vista	2.467781738415136e-4
45	sangre	2.467781738415136e-4
45	pueda	2.467781738415136e-4
45	pensaba	2.467781738415136e-4
45	peligro	2.467781738415136e-4
45	medio	2.467781738415136e-4
45	gigante	2.467781738415136e-4
45	Donde	2.467781738415136e-4
45	Digo	2.467781738415136e-4
45	batalla	2.467781738415136e-4
45	aún	2.467781738415136e-4
45	ansí	2.467781738415136e-4
45	)	2.467781738415136e-4
45	(	2.467781738415136e-4
44	trabajo	2.4129421442281327e-4
44	renegado	2.4129421442281327e-4
44	puerta	2.4129421442281327e-4
44	pienso	2.4129421442281327e-4
44	pensar	2.4129421442281327e-4
44	Leonela	2.4129421442281327e-4
44	hombres	2.4129421442281327e-4
44	agua	2.4129421442281327e-4
43	traía	2.3581025500411297e-4
43	silencio	2.3581025500411297e-4
43	querer	2.3581025500411297e-4
43	pensamiento	2.3581025500411297e-4
43	padres	2.3581025500411297e-4
43	llamaba	2.3581025500411297e-4
43	hijo	2.3581025500411297e-4
43	hicieron	2.3581025500411297e-4
43	gana	2.3581025500411297e-4
43	encantado	2.3581025500411297e-4
43	enamorado	2.3581025500411297e-4
43	e	2.3581025500411297e-4
43	creo	2.3581025500411297e-4
43	comer	2.3581025500411297e-4
42	venían	2.3032629558541266e-4
42	remedio	2.3032629558541266e-4
42	natural	2.3032629558541266e-4
42	hora	2.3032629558541266e-4
42	culpa	2.3032629558541266e-4
42	criado	2.3032629558541266e-4
42	cerca	2.3032629558541266e-4
42	buenos	2.3032629558541266e-4
42	Bien	2.3032629558541266e-4
41	vuestras	2.2484233616671236e-4
41	tenían	2.2484233616671236e-4
41	principio	2.2484233616671236e-4
41	Oh	2.2484233616671236e-4
41	loco	2.2484233616671236e-4
41	llegar	2.2484233616671236e-4
41	estoy	2.2484233616671236e-4
41	entrar	2.2484233616671236e-4
41	dije	2.2484233616671236e-4
41	deseos	2.2484233616671236e-4
41	dando	2.2484233616671236e-4
40	tuviese	2.1935837674801206e-4
40	tras	2.1935837674801206e-4
40	suceso	2.1935837674801206e-4
40	semejantes	2.1935837674801206e-4
40	princesa	2.1935837674801206e-4
40	pobre	2.1935837674801206e-4
40	oidor	2.1935837674801206e-4
40	muestras	2.1935837674801206e-4
40	locura	2.1935837674801206e-4
40	habiendo	2.1935837674801206e-4
40	discurso	2.1935837674801206e-4
40	debajo	2.1935837674801206e-4
40	cautivo	2.1935837674801206e-4
39	triste	2.1387441732931175e-4
39	ti	2.1387441732931175e-4
39	sabe	2.1387441732931175e-4
39	reina	2.1387441732931175e-4
39	nuevas	2.1387441732931175e-4
39	mañana	2.1387441732931175e-4
39	grandes	2.1387441732931175e-4
39	efeto	2.1387441732931175e-4
39	canónigo	2.1387441732931175e-4
39	apenas	2.1387441732931175e-4
38	valeroso	2.0839045791061145e-4
38	temor	2.0839045791061145e-4
38	suele	2.0839045791061145e-4
38	sola	2.0839045791061145e-4
38	primera	2.0839045791061145e-4
38	oír	2.0839045791061145e-4
38	obra	2.0839045791061145e-4
38	nuestros	2.0839045791061145e-4
38	misma	2.0839045791061145e-4
38	Luis	2.0839045791061145e-4
38	jumento	2.0839045791061145e-4
38	hubiera	2.0839045791061145e-4
38	estando	2.0839045791061145e-4
38	cuidado	2.0839045791061145e-4
38	conmigo	2.0839045791061145e-4
38	campo	2.0839045791061145e-4
37	yelmo	2.0290649849191117e-4
37	tomó	2.0290649849191117e-4
37	tenido	2.0290649849191117e-4
37	salió	2.0290649849191117e-4
37	podrá	2.0290649849191117e-4
37	leído	2.0290649849191117e-4
37	hago	2.0290649849191117e-4
37	fortuna	2.0290649849191117e-4
37	espacio	2.0290649849191117e-4
37	dolor	2.0290649849191117e-4
36	unas	1.9742253907321087e-4
36	sucesos	1.9742253907321087e-4
36	papel	1.9742253907321087e-4
36	oh	1.9742253907321087e-4
36	ningún	1.9742253907321087e-4
36	moros	1.9742253907321087e-4
36	mercedes	1.9742253907321087e-4
36	madre	1.9742253907321087e-4
36	hubiese	1.9742253907321087e-4
36	hacen	1.9742253907321087e-4
36	esperar	1.9742253907321087e-4
36	España	1.9742253907321087e-4
36	entró	1.9742253907321087e-4
36	enemigo	1.9742253907321087e-4
36	dé	1.9742253907321087e-4
35	oro	1.9193857965451057e-4
35	mirar	1.9193857965451057e-4
35	marido	1.9193857965451057e-4
35	lanza	1.9193857965451057e-4
35	hallar	1.9193857965451057e-4
35	hallado	1.9193857965451057e-4
35	hacia	1.9193857965451057e-4
35	fuere	1.9193857965451057e-4
35	edad	1.9193857965451057e-4
35	dijese	1.9193857965451057e-4
35	diablo	1.9193857965451057e-4
35	daño	1.9193857965451057e-4
35	cuantos	1.9193857965451057e-4
35	buenas	1.9193857965451057e-4
34	vieron	1.8645462023581026e-4
34	valiente	1.8645462023581026e-4
34	Triste	1.8645462023581026e-4
34	tenga	1.8645462023581026e-4
34	rico	1.8645462023581026e-4
34	quisiera	1.8645462023581026e-4
34	provecho	1.8645462023581026e-4
34	pastor	1.8645462023581026e-4
34	pasado	1.8645462023581026e-4
34	mar	1.8645462023581026e-4
34	haré	1.8645462023581026e-4
34	Figura	1.8645462023581026e-4
34	estuvo	1.8645462023581026e-4
34	Este	1.8645462023581026e-4
34	esposo	1.8645462023581026e-4
34	esposa	1.8645462023581026e-4
34	destos	1.8645462023581026e-4
34	cuya	1.8645462023581026e-4
34	criados	1.8645462023581026e-4
34	creer	1.8645462023581026e-4
34	condición	1.8645462023581026e-4
34	Caballero	1.8645462023581026e-4
34	Amadís	1.8645462023581026e-4
34	acabar	1.8645462023581026e-4
33	sean	1.8097066081710996e-4
33	sazón	1.8097066081710996e-4
33	paz	1.8097066081710996e-4
33	oídos	1.8097066081710996e-4
33	Lo	1.8097066081710996e-4
33	lejos	1.8097066081710996e-4
33	caer	1.8097066081710996e-4
33	andaba	1.8097066081710996e-4
33	alta	1.8097066081710996e-4
32	supo	1.7548670139840966e-4
32	suelen	1.7548670139840966e-4
32	sol	1.7548670139840966e-4
32	pudiese	1.7548670139840966e-4
32	necesidad	1.7548670139840966e-4
32	Los	1.7548670139840966e-4
32	guerra	1.7548670139840966e-4
32	fuesen	1.7548670139840966e-4
32	Don	1.7548670139840966e-4
32	compañía	1.7548670139840966e-4
32	ánimo	1.7548670139840966e-4
32	amistad	1.7548670139840966e-4
32	acaso	1.7548670139840966e-4
31	verdadera	1.7000274197970935e-4
31	trata	1.7000274197970935e-4
31	suya	1.7000274197970935e-4
31	seis	1.7000274197970935e-4
31	queda	1.7000274197970935e-4
31	puedo	1.7000274197970935e-4
31	poca	1.7000274197970935e-4
31	pesadumbre	1.7000274197970935e-4
31	perder	1.7000274197970935e-4
31	mayores	1.7000274197970935e-4
31	Maritornes	1.7000274197970935e-4
31	llaman	1.7000274197970935e-4
31	fuerte	1.7000274197970935e-4
31	esperanza	1.7000274197970935e-4
31	Eso	1.7000274197970935e-4
31	dónde	1.7000274197970935e-4
31	dices	1.7000274197970935e-4
31	bondad	1.7000274197970935e-4
31	barca	1.7000274197970935e-4
31	bacía	1.7000274197970935e-4
30	virtud	1.6451878256100905e-4
30	veo	1.6451878256100905e-4
30	ventera	1.6451878256100905e-4
30	tornó	1.6451878256100905e-4
30	resolución	1.6451878256100905e-4
30	principal	1.6451878256100905e-4
30	pasaba	1.6451878256100905e-4
30	mujeres	1.6451878256100905e-4
30	imaginación	1.6451878256100905e-4
30	escrito	1.6451878256100905e-4
30	dormir	1.6451878256100905e-4
30	diese	1.6451878256100905e-4
30	destas	1.6451878256100905e-4
30	capitán	1.6451878256100905e-4
29	versos	1.5903482314230875e-4
29	quedaron	1.5903482314230875e-4
29	pueden	1.5903482314230875e-4
29	moro	1.5903482314230875e-4
29	mirando	1.5903482314230875e-4
29	miedo	1.5903482314230875e-4
29	libre	1.5903482314230875e-4
29	hazañas	1.5903482314230875e-4
29	haría	1.5903482314230875e-4
29	haga	1.5903482314230875e-4
29	haciendo	1.5903482314230875e-4
29	género	1.5903482314230875e-4
29	fuego	1.5903482314230875e-4
29	finalmente	1.5903482314230875e-4
29	dueño	1.5903482314230875e-4
29	disparates	1.5903482314230875e-4
29	dineros	1.5903482314230875e-4
29	darle	1.5903482314230875e-4
29	amores	1.5903482314230875e-4
29	amigos	1.5903482314230875e-4
29	albarda	1.5903482314230875e-4
29	acabó	1.5903482314230875e-4
28	viento	1.5355086372360844e-4
28	tienes	1.5355086372360844e-4
28	término	1.5355086372360844e-4
28	sepa	1.5355086372360844e-4
28	risa	1.5355086372360844e-4
28	quieres	1.5355086372360844e-4
28	priesa	1.5355086372360844e-4
28	paso	1.5355086372360844e-4
28	Marcela	1.5355086372360844e-4
28	lado	1.5355086372360844e-4
28	hoy	1.5355086372360844e-4
28	hidalgo	1.5355086372360844e-4
28	hacienda	1.5355086372360844e-4
28	Grisóstomo	1.5355086372360844e-4
28	eres	1.5355086372360844e-4
28	contó	1.5355086372360844e-4
28	ama	1.5355086372360844e-4
27	vestido	1.4806690430490814e-4
27	silla	1.4806690430490814e-4
27	sacar	1.4806690430490814e-4
27	luz	1.4806690430490814e-4
27	lleno	1.4806690430490814e-4
27	licenciado	1.4806690430490814e-4
27	labrador	1.4806690430490814e-4
27	honestidad	1.4806690430490814e-4
27	Esta	1.4806690430490814e-4
27	discreto	1.4806690430490814e-4
27	diciéndole	1.4806690430490814e-4
27	deseaba	1.4806690430490814e-4
27	cuál	1.4806690430490814e-4
27	autor	1.4806690430490814e-4
27	andar	1.4806690430490814e-4
27	allá	1.4806690430490814e-4
27	aldea	1.4806690430490814e-4
27	ahí	1.4806690430490814e-4
27	agravio	1.4806690430490814e-4
26	vizcaíno	1.4258294488620784e-4
26	vi	1.4258294488620784e-4
26	toca	1.4258294488620784e-4
26	sucedió	1.4258294488620784e-4
26	Sí	1.4258294488620784e-4
26	Santa	1.4258294488620784e-4
26	quedar	1.4258294488620784e-4
26	Pedro	1.4258294488620784e-4
26	pastores	1.4258294488620784e-4
26	obras	1.4258294488620784e-4
26	mula	1.4258294488620784e-4
26	muestra	1.4258294488620784e-4
26	llevaba	1.4258294488620784e-4
26	licencia	1.4258294488620784e-4
26	letras	1.4258294488620784e-4
26	fueran	1.4258294488620784e-4
26	favor	1.4258294488620784e-4
26	Es	1.4258294488620784e-4
26	discreción	1.4258294488620784e-4
26	diligencia	1.4258294488620784e-4
26	decís	1.4258294488620784e-4
26	dama	1.4258294488620784e-4
26	claro	1.4258294488620784e-4
26	alcanzar	1.4258294488620784e-4
25	vuelto	1.3709898546750753e-4
25	vosotros	1.3709898546750753e-4
25	viese	1.3709898546750753e-4
25	veras	1.3709898546750753e-4
25	venganza	1.3709898546750753e-4
25	veinte	1.3709898546750753e-4
25	treinta	1.3709898546750753e-4
25	traje	1.3709898546750753e-4
25	sois	1.3709898546750753e-4
25	sabio	1.3709898546750753e-4
25	quitó	1.3709898546750753e-4
25	prosiguió	1.3709898546750753e-4
25	negocio	1.3709898546750753e-4
25	Luego	1.3709898546750753e-4
25	Juan	1.3709898546750753e-4
25	hacían	1.3709898546750753e-4
25	gloria	1.3709898546750753e-4
25	ejercicio	1.3709898546750753e-4
25	di	1.3709898546750753e-4
25	desdichado	1.3709898546750753e-4
25	dentro	1.3709898546750753e-4
25	cuyo	1.3709898546750753e-4
25	contado	1.3709898546750753e-4
25	consigo	1.3709898546750753e-4
25	cargo	1.3709898546750753e-4
25	barbas	1.3709898546750753e-4
25	ausencia	1.3709898546750753e-4
24	ventana	1.3161502604880723e-4
24	venido	1.3161502604880723e-4
24	vea	1.3161502604880723e-4
24	todavía	1.3161502604880723e-4
24	sucedido	1.3161502604880723e-4
24	sosiego	1.3161502604880723e-4
24	servido	1.3161502604880723e-4
24	señas	1.3161502604880723e-4
24	rogó	1.3161502604880723e-4
24	real	1.3161502604880723e-4
24	quitar	1.3161502604880723e-4
24	puedes	1.3161502604880723e-4
24	pueblo	1.3161502604880723e-4
24	prometido	1.3161502604880723e-4
24	personas	1.3161502604880723e-4
24	pasó	1.3161502604880723e-4
24	paciencia	1.3161502604880723e-4
24	nueva	1.3161502604880723e-4
24	noticia	1.3161502604880723e-4
24	moza	1.3161502604880723e-4
24	media	1.3161502604880723e-4
24	llamar	1.3161502604880723e-4
24	llama	1.3161502604880723e-4
24	juro	1.3161502604880723e-4
24	iban	1.3161502604880723e-4
24	hijos	1.3161502604880723e-4
24	fuerzas	1.3161502604880723e-4
24	esté	1.3161502604880723e-4
24	diré	1.3161502604880723e-4
24	cuadrilleros	1.3161502604880723e-4
24	consejo	1.3161502604880723e-4
24	cabellos	1.3161502604880723e-4
24	buscando	1.3161502604880723e-4
24	armado	1.3161502604880723e-4
23	verse	1.2613106663010692e-4
23	ruido	1.2613106663010692e-4
23	querría	1.2613106663010692e-4
23	propósito	1.2613106663010692e-4
23	primer	1.2613106663010692e-4
23	presencia	1.2613106663010692e-4
